"ID","AUTHOR","FILENAME","DATEEXECUTED","ORDEREXECUTED","EXECTYPE","MD5SUM","DESCRIPTION","COMMENTS","TAG","LIQUIBASE","CONTEXTS","LABELS"
"rebuild-str-fk-720","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.156","1374","EXECUTED","7:1682a406cb953798a319e3c0ae5a9ac1","addForeignKeyConstraint baseTableName=billing_wallet_operation, constraintName=fk_f0v21kf4sbdcq1wwqsxmb5tsk, referencedTableName=cat_price_plan_matrix","","","3.5.3","()","","5471747248"
"rebuild-str-fk-721","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.169","1376","EXECUTED","7:0cb54e77198ca18975705e2075ffc450","addForeignKeyConstraint baseTableName=ar_ddrequest_lot, constraintName=fk_f2tudj9gdvwyc943wqhxs7hb3, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-722","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.181","1378","EXECUTED","7:db4df7876cea1ae4703649ca79e6d95c","addForeignKeyConstraint baseTableName=cat_triggered_edr, constraintName=fk_f372us7ja1udo3djlihdyr0jx, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-723","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.193","1380","EXECUTED","7:b75bbe78b8107bc540a01e0d89532987","addForeignKeyConstraint baseTableName=billing_counter, constraintName=fk_f3e8vebhfnmyikf3xwui2eqn5, referencedTableName=billing_billing_account","","","3.5.3","()","","5471747248"
"rebuild-str-fk-724","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.205","1382","EXECUTED","7:4a30061c11eba7dd343c5c558c8868fb","addForeignKeyConstraint baseTableName=adm_user, constraintName=fk_f3ptnqm19vwtactrn9asu7kex, referencedTableName=adm_title","","","3.5.3","()","","5471747248"
"rebuild-str-fk-725","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.218","1384","EXECUTED","7:0f1f64ead4937feaebca83ae12caf0d0","addForeignKeyConstraint baseTableName=ar_ddrequest_lot, constraintName=fk_f4ccdl6y77vhbe6649mj98yj, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-726","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.230","1386","EXECUTED","7:0d04e213c9f135d2cf066953077adb1f","addForeignKeyConstraint baseTableName=rating_edr, constraintName=fk_f5tulmo519cm4il45bhborgq1, referencedTableName=billing_subscription","","","3.5.3","()","","5471747248"
"rebuild-str-fk-727","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.242","1388","EXECUTED","7:494af01f63d0859e0d1f879c553d9683","addForeignKeyConstraint baseTableName=ar_ddrequest_item, constraintName=fk_fac0a9x4wkq2eawtebunbibxy, referencedTableName=ar_account_operation","","","3.5.3","()","","5471747248"
"rebuild-str-fk-728","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.255","1390","EXECUTED","7:2b636a763fdbcba9a1c4dfc11c9397b6","addForeignKeyConstraint baseTableName=billing_counter, constraintName=fk_fasnjr9ad2layx0fy99yqaqgh, referencedTableName=cat_counter_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-729","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.267","1392","EXECUTED","7:3c19b4fd57bd993c2788139cc5941ae6","addForeignKeyConstraint baseTableName=ar_matching_code, constraintName=fk_fdj626nvaxlkh50o91e963vni, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-730","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.279","1394","EXECUTED","7:b5356ad4273882333dd4f119e10f5011","addForeignKeyConstraint baseTableName=billing_invoice_agregate, constraintName=fk_fgcgjix0bu0jcnnh7h92gdl3f, referencedTableName=billing_invoice_cat","","","3.5.3","()","","5471747248"
"rebuild-str-fk-731","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.292","1396","EXECUTED","7:aa54d2e404a5ec124e30fb9c62e644f7","addForeignKeyConstraint baseTableName=billing_billing_run, constraintName=fk_fgfvpy5drmvtfgmhw6ta5rdm7, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-732","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.305","1398","EXECUTED","7:1fa7c3f451dd3e3449f1861a6c241839","addForeignKeyConstraint baseTableName=crm_provider_contact, constraintName=fk_fhirjwr63f8bo0fpthn56xdex, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-733","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.318","1400","EXECUTED","7:171df1a499923ac34a3c44efdc096013","addForeignKeyConstraint baseTableName=billing_counter_period, constraintName=fk_fhj75vsed4114erttvvcvtqlr, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-734","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.330","1402","EXECUTED","7:961b8a833a70eb49c1f3441b31b2da39","addForeignKeyConstraint baseTableName=crm_customer_brand, constraintName=fk_fkmhnyhb7uom5kkd33dow4jo6, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-735","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.343","1404","EXECUTED","7:e931791ad011afa067a8b67fb91ec03e","addForeignKeyConstraint baseTableName=billing_billing_account, constraintName=fk_fky4ah96o9fohkx7u569phxxr, referencedTableName=account_entity","","","3.5.3","()","","5471747248"
"rebuild-str-fk-736","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.355","1406","EXECUTED","7:6a7920cf9ac690e8ea6b9d7df42189bc","addForeignKeyConstraint baseTableName=cat_serv_rec_charge_template, constraintName=fk_foohp8o0xupxmxcwblexcfqpp, referencedTableName=cat_recurring_charge_templ","","","3.5.3","()","","5471747248"
"rebuild-str-fk-737","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.368","1408","EXECUTED","7:c1db4232f686e61f16b649df1a368525","addForeignKeyConstraint baseTableName=cat_charge_template, constraintName=fk_fp8jum10f5mmmxnfy0jsiwdtj, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-738","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.381","1410","EXECUTED","7:7d8dd45f2e253ff4990c58e0e99f72bb","addForeignKeyConstraint baseTableName=billing_billing_account, constraintName=fk_fr8rdcj2vx5ityva2l4fkcns4, referencedTableName=ar_customer_account","","","3.5.3","()","","5471747248"
"rebuild-str-fk-739","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.393","1412","EXECUTED","7:65be394eec16ae2f44d2ab1a21211aff","addForeignKeyConstraint baseTableName=cat_calendar, constraintName=fk_fskhdurrqlhc43f27gsprqqwn, referencedTableName=cat_calendar","","","3.5.3","()","","5471747248"
"rebuild-str-fk-740","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.406","1414","EXECUTED","7:df8598157c3bbc0a639a54fb196ed3c5","addForeignKeyConstraint baseTableName=billing_trading_country, constraintName=fk_ftinerm9ve2vmnydxp9phn9a4, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-742","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.418","1416","EXECUTED","7:892ae89d084e4bb4d674e367ba921a85","addForeignKeyConstraint baseTableName=billing_billing_account, constraintName=fk_ftwju9g5tva4btwupb5yy8wuc, referencedTableName=billing_subscrip_termin_reason","","","3.5.3","()","","5471747248"
"rebuild-str-fk-743","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.431","1418","EXECUTED","7:534493535d42459dac508425cecb8167","addForeignKeyConstraint baseTableName=billing_billing_run_list, constraintName=fk_fvujybj16rexoar6bbg65rtmw, referencedTableName=billing_billing_run","","","3.5.3","()","","5471747248"
"rebuild-str-fk-744","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.443","1420","EXECUTED","7:85b10461c9fb7bced9a542df1f915942","addForeignKeyConstraint baseTableName=billing_billing_run, constraintName=fk_fw1kj3unj3vw7juw16yq3x4dp, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-745","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.456","1422","EXECUTED","7:ff185ce71181ff4bc80ec4fc70269365","addForeignKeyConstraint baseTableName=adm_notification, constraintName=fk_g2g3git8jshnvyt4quial8rly, referencedTableName=cat_counter_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-746","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.469","1424","EXECUTED","7:52dd5e6280bca33f6a73981443571df9","addForeignKeyConstraint baseTableName=billing_cycle, constraintName=fk_g5m1cmuuf36grjuhst3mv9fet, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-747","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.481","1426","EXECUTED","7:2c6bea0856e4defde61a87aa9c9cf4c6","addForeignKeyConstraint baseTableName=ar_matching_amount, constraintName=fk_g6edcu6t6xmjemte6rir25scl, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-748","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.494","1428","EXECUTED","7:ff55edb1f0f70bb9faaaeca3408d9701","addForeignKeyConstraint baseTableName=ar_account_operation, constraintName=fk_g6r2v93ny62kebje2qtmk7tf6, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-749","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.507","1430","EXECUTED","7:a740cf45f3dd6305b63188830c2f30a8","addForeignKeyConstraint baseTableName=billing_charge_instance, constraintName=fk_g8lmqdw19mhm3f3ly02cdhdaj, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-750","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.520","1432","EXECUTED","7:26202d766149a3762dee24eb15d6a66b","addForeignKeyConstraint baseTableName=rating_edr, constraintName=fk_garkxtidvl8e45jgalh1o0d3h, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-751","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.533","1434","EXECUTED","7:aa1796e4ee811363964cd0d692ae57f2","addForeignKeyConstraint baseTableName=ar_action_dunning, constraintName=fk_gbkp9rahk5rqst7xvptmohhhl, referencedTableName=ar_dunning_lot","","","3.5.3","()","","5471747248"
"rebuild-str-fk-753","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.546","1436","EXECUTED","7:8ff169cfb901bbe78e3fcb492fb779d5","addForeignKeyConstraint baseTableName=ar_ddrequest_item, constraintName=fk_gc8ffeebmrhovshkb6opk0gh7, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-754","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.558","1438","EXECUTED","7:f2ffd18ee0d76d01936a5b5107376dad","addForeignKeyConstraint baseTableName=cat_serv_usage_charge_template, constraintName=fk_gdamyabsva5cqay9nk1fm1rr7, referencedTableName=cat_counter_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-755","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.571","1440","EXECUTED","7:d4e7f35fd31f3e2c5339a475789d40b1","addForeignKeyConstraint baseTableName=cat_serv_usage_charge_template, constraintName=fk_gmwf7ykxn5m6func8qevbyk5q, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-756","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.584","1442","EXECUTED","7:95a55c30e2d37d06949b42a334bef208","addForeignKeyConstraint baseTableName=billing_rated_transaction, constraintName=fk_gq86s178gc3orumcl8symk4nn, referencedTableName=billing_invoice","","","3.5.3","()","","5471747248"
"rebuild-str-fk-757","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.597","1444","EXECUTED","7:2b260cc1709554f4a43074c5d8318e6b","addForeignKeyConstraint baseTableName=billing_invoice, constraintName=fk_gr6elpjoiw7nyro2tdwsar20v, referencedTableName=ar_account_operation","","","3.5.3","()","","5471747248"
"rebuild-str-fk-758","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.610","1446","EXECUTED","7:1222f4779859444e7d70248cc08f3b9d","addForeignKeyConstraint baseTableName=com_contact_coords, constraintName=fk_grt8tkhmidara6q9bxmppvyyl, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-759","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.623","1448","EXECUTED","7:18f8627fb2ec23055d26dd9a5ca8a74e","addForeignKeyConstraint baseTableName=crm_email, constraintName=fk_gs68uvemrg3xjfox5h9t95y00, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-761","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.636","1450","EXECUTED","7:ac3d2200d68d9f698e5db8f2be11681b","addForeignKeyConstraint baseTableName=crm_seller, constraintName=fk_gviuwtn95kr0yqu24cjahuqyh, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-762","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.648","1452","EXECUTED","7:472acc85a02fbd4cafd93606f7cab63f","addForeignKeyConstraint baseTableName=com_contact_coords, constraintName=fk_gw9np8581p82r8yooevjiaps5, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-763","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.661","1454","EXECUTED","7:129407265fc831132925eb4a5eae1f85","addForeignKeyConstraint baseTableName=adm_inbound_resp_headers, constraintName=fk_h07be9b84xmmx5ypkbunkxwxt, referencedTableName=adm_inbound_request","","","3.5.3","()","","5471747248"
"rebuild-str-fk-764","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.674","1456","EXECUTED","7:7fbeacab609457dae0fdcbaa6e22f60e","addForeignKeyConstraint baseTableName=billing_invoice_cat, constraintName=fk_h3o60tqab0mpam8thq90qbtbk, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-765","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.687","1458","EXECUTED","7:49502f9ab7f0aeb72f332f19e914fba4","addForeignKeyConstraint baseTableName=ar_ddrequest_lot_op, constraintName=fk_h57cihf7hfl35wv4exisaccah, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-766","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.702","1460","EXECUTED","7:7782debcb2a5d9065b64ee65218da701","addForeignKeyConstraint baseTableName=cat_discount_plan, constraintName=fk_h9r1y3lrnuydpn2ssx12lqxbc, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-767","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.715","1462","EXECUTED","7:db1f76e31b0a24875cb54d8191ed1176","addForeignKeyConstraint baseTableName=billing_rejected_billing_accounts, constraintName=fk_hamqnc1lpwfm4b3qjbefi24rn, referencedTableName=billing_billing_account","","","3.5.3","()","","5471747248"
"rebuild-str-fk-768","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.741","1464","EXECUTED","7:27eba4654e49f4e5f92940d1f5907e05","addForeignKeyConstraint baseTableName=medina_access, constraintName=fk_hcav39o2ux8q2oaaqva8b5c8c, referencedTableName=billing_subscription","","","3.5.3","()","","5471747248"
"rebuild-str-fk-769","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.772","1466","EXECUTED","7:efb86bbb7fab9a975ea72aef3ab7b888","addForeignKeyConstraint baseTableName=billing_priceplan_inst, constraintName=fk_hcv0xqpksxn1yo94tsy3cc35n, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-770","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.800","1468","EXECUTED","7:e30a6a511886d7cad8228cc9ee58b33e","addForeignKeyConstraint baseTableName=cat_discount_plan_item, constraintName=fk_hftq4pcei0su3q18hsg39fq6q, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-771","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.824","1470","EXECUTED","7:6ae593eb54ae49bf1160b3674a85709f","addForeignKeyConstraint baseTableName=billing_wallet_operation, constraintName=fk_hg1a5impet68w8a37dehlnib0, referencedTableName=crm_seller","","","3.5.3","()","","5471747248"
"rebuild-str-fk-773","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.846","1472","EXECUTED","7:8b367bfed226a0abc11cf0b7c9213ac8","addForeignKeyConstraint baseTableName=cat_calendar_hours, constraintName=fk_hlmhwditgy8p9em0e631ynw6r, referencedTableName=cat_hour_in_day","","","3.5.3","()","","5471747248"
"rebuild-str-fk-774","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.867","1474","EXECUTED","7:3cf1cd43c20e3091b2ccf62070023ea6","addForeignKeyConstraint baseTableName=ar_bank_operation, constraintName=fk_hlvn5je36da7h85wfx9y71qaf, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-775","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.887","1476","EXECUTED","7:d5930c4446fe25dba3844dcde343532b","addForeignKeyConstraint baseTableName=billing_invoice_cat_lang, constraintName=fk_hslb4pch5bj6m6xsy0tqmnn4j, referencedTableName=billing_trading_language","","","3.5.3","()","","5471747248"
